"ID_HEX|TRADUCAO
0x01C0|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x01C1|{7f47} {7f05}
0x01C2|.... {7f05}
0x01C3|{7f11}. {7f05}
0x01C4|{7f11}, {7f12}. {7f05}
0x01C5|{7f11}, {7f12}, {7f13}. {7f05}
0x01C6|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x01C7|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x01C8|Torneko: “This can be equipped with {7f05}
0x01C9|Torneko: ``Wow... What a beautiful sword. I can't help but admire it. Torneko: ``But... this sword has just as much delicacy as its beauty.
0x01CA|Torneko picked up {7f17} and put it down.
0x01CB|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x01CC|{7f47} {7f05}
0x01CD|.... {7f05}
0x01CE|{7f11}. {7f05}
0x01CF|{7f11}, {7f12}. {7f05}
0x01D0|{7f11}, {7f12}, {7f13}. {7f05}
0x01D1|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x01D2|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x01D3|Torneko: “This can be equipped with {7f05}
0x01D4|Torneko: "Hmm... This is a wonderful sword. Torneko: It has a certain amount of attack power against any enemy, but... Torneko: It seems to be especially effective against dragon-type enemies.
0x01D5|Torneko picked up {7f17} and put it down.
0x01D6|Torneko: ``I...is it me!? There's no way earrings look good on me!'' Torneko: ``If I sell it to a store, it will become <GOLD> Gold.
0x01D7|{7f47} {7f05}
0x01D8|.... {7f05}
0x01D9|{7f11}. {7f05}
0x01DA|{7f11}, {7f12}. {7f05}
0x01DB|{7f11}, {7f12}, {7f13}. {7f05}
0x01DC|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x01DD|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x01DE|Torneko: “This can be equipped with {7f05}
0x01DF|Torneko: "Hmm. At first glance, it looks like an accessory, but it's also a weapon. Torneko: It's held in each hand, and can deal damage to the opponent twice with a single attack. Torneko: It's a piercing, so a woman should probably wear it.
0x01E0|Torneko picked up {7f17} and put it down.
0x01E1|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x01E2|{7f47} {7f05}
0x01E3|.... {7f05}
0x01E4|{7f11}. {7f05}
0x01E5|{7f11}, {7f12}. {7f05}
0x01E6|{7f11}, {7f12}, {7f13}. {7f05}
0x01E7|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x01E8|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x01E9|Torneko: “This can be equipped with {7f05}
0x01EA|Torneko: "Hmm... This is quite a staff. Torneko: It seems like it has special effects when used as a tool in battle.
0x01EB|Torneko picked up {7f17} and put it down.
0x01EC|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x01ED|{7f47} {7f05}
0x01EE|.... {7f05}
0x01EF|{7f11}. {7f05}
0x01F0|{7f11}, {7f12}. {7f05}
0x01F1|{7f11}, {7f12}, {7f13}. {7f05}
0x01F2|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x01F3|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x01F4|Torneko: “This can be equipped with {7f05}
0x01F5|Torneko: "Hmm... Hmm... Hmm... Guaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!! Eh, I was sleeping just now!? Toruneko: That's strange... Anyway, this is a pretty good sword.
0x01F6|Torneko picked up {7f17} and put it down.
0x01F7|Torneko: "Looks like I can equip it too. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x01F8|{7f47} {7f05}
0x01F9|.... {7f05}
0x01FA|{7f11}. {7f05}
0x01FB|{7f11}, {7f12}. {7f05}
0x01FC|{7f11}, {7f12}, {7f13}. {7f05}
0x01FD|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x01FE|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x01FF|Torneko: “This can be equipped with {7f05}
0x0200|Torneko: "Hmm... It looks like a knife with poison injected into the tip. Torneko: If you successfully infuse the enemy with poison, that enemy will probably be unable to move.
0x0201|Torneko picked up {7f17} and put it down.
0x0202|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x0203|{7f47} {7f05}
0x0204|.... {7f05}
0x0205|{7f11}. {7f05}
0x0206|{7f11}, {7f12}. {7f05}
0x0207|{7f11}, {7f12}, {7f13}. {7f05}
0x0208|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0209|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x020A|Torneko: “This can be equipped with {7f05}
0x020B|Torneko: "Huh... This isn't just a claw. It seems like it can respond to the user's energy and deal great damage to the enemy.
0x020C|Torneko picked up {7f17} and put it down.
0x020D|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x020E|{7f47} {7f05}
0x020F|.... {7f05}
0x0210|{7f11}. {7f05}
0x0211|{7f11}, {7f12}. {7f05}
0x0212|{7f11}, {7f12}, {7f13}. {7f05}
0x0213|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0214|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0215|Torneko: “This can be equipped with {7f05}
0x0216|Torneko: "Hmmm... It's such a beautiful sword, with its brightly transparent blade. Torneko: It's a great sword for normal use, but I think it's also effective as a tool.
0x0217|Torneko picked up {7f17} and put it down.
0x0218|Torneko: "Looks like I can equip it too. Torneko: I'll probably be able to sell it at a store, but it's a little weird to sell it.
0x0219|{7f47} {7f05}
0x021A|.... {7f05}
0x021B|{7f11}. {7f05}
0x021C|{7f11}, {7f12}. {7f05}
0x021D|{7f11}, {7f12}, {7f13}. {7f05}
0x021E|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x021F|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0220|Torneko: “This can be equipped with {7f05}
0x0221|Toruneko: "Oh... Is this the sword that I've heard so much about? Toruneko: There are many famous swords in this world, but you rarely come across one like this. Toruneko: "This sword recovers your physical strength the more damage you inflict on the enemy.
0x0222|Torneko picked up {7f17} and put it down.
0x0223|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x0224|{7f47} {7f05}
0x0225|.... {7f05}
0x0226|{7f11}. {7f05}
0x0227|{7f11}, {7f12}. {7f05}
0x0228|{7f11}, {7f12}, {7f13}. {7f05}
0x0229|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x022A|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x022B|Torneko: “This can be equipped with {7f05}
0x022C|Torneko: "Hmm... As the name suggests, it's a staff that can be used as a tool to block enemy spells. Torneko: However, it seems this staff is not just that. Torneko: If you equip it and strike an enemy, it can also restore your own magical power...
0x022D|Torneko picked up {7f17} and put it down.
0x022E|Torneko: ``Looks like I can't equip it. Torneko: I don't think the store will know the value of this thing.
0x022F|{7f47} {7f05}
0x0230|.... {7f05}
0x0231|{7f11}. {7f05}
0x0232|{7f11}, {7f12}. {7f05}
0x0233|{7f11}, {7f12}, {7f13}. {7f05}
0x0234|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0235|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0236|Torneko: “This can be equipped with {7f05}
0x0237|Torneko: "Hmmm... This is a special cane. Torneko: If you use it as a tool, it will seem like magma balls will come out from the tip of the cane.
0x0238|Torneko picked up {7f17} and put it down.
0x0239|Torneko: "Looks like I can equip it too. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x023A|{7f47} {7f05}
0x023B|.... {7f05}
0x023C|{7f11}. {7f05}
0x023D|{7f11}, {7f12}. {7f05}
0x023E|{7f11}, {7f12}, {7f13}. {7f05}
0x023F|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0240|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0241|Torneko: “This can be equipped with {7f05}
0x0242|Torneko: "Nuo! This...it makes me tremble just by holding it in my hands..." Torneko: "It seems like it has strong attack power, but...
0x0243|Torneko picked up {7f17} and put it down.
0x0244|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x0245|{7f47} {7f05}
0x0246|.... {7f05}
0x0247|{7f11}. {7f05}
0x0248|{7f11}, {7f12}. {7f05}
0x0249|{7f11}, {7f12}, {7f13}. {7f05}
0x024A|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x024B|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x024C|Torneko: “This can be equipped with {7f05}
0x024D|Torneko: "Hmmm? This is another strange staff. Torneko: If you use it as a tool during battle, it seems like it can heal your allies as well.
0x024E|Torneko picked up {7f17} and put it down.
0x024F|Torneko: ``This...is this the legendary sword I was looking for...???? Torneko: I'd like to think so, but to be honest, I'm a little disappointed. Torneko: Well, it's not a bad sword, but it's rather disappointing... Torneko: Of course, only the hero <HERO> can equip this. Torneko: No, I said it was disappointing, but it's definitely... Don't sell it.
0x0250|Torneko picked up {7f17} and put it down.
0x0251|Torneko: "Wow! This is...this is exactly the legendary sword I was looking for! Torneko: This shine... No, this is a completely unbelievable sword. Torneko: Of course, only the hero <HERO> can equip this! Torneko: It goes without saying that you should never let go of this sword and cherish it forever! Torneko: If the world becomes peaceful and you want to sell this sword, please sell it to me!
0x0252|Torneko picked up {7f17} and put it down.
0x0253|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x0254|{7f47} {7f05}
0x0255|.... {7f05}
0x0256|{7f11}. {7f05}
0x0257|{7f11}, {7f12}. {7f05}
0x0258|{7f11}, {7f12}, {7f13}. {7f05}
0x0259|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x025A|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x025B|Torneko: “This can be equipped with {7f05}
0x025C|Torneko: "Mmph. Mmph. Hahahaha! Torneko: ...No, I'm sorry. When I got this cane, I suddenly started having fun.
0x025D|Torneko picked up {7f17} and put it down.
0x025E|Torneko: "Looks like I can equip it too. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x025F|{7f47} {7f05}
0x0260|.... {7f05}
0x0261|{7f11}. {7f05}
0x0262|{7f11}, {7f12}. {7f05}
0x0263|{7f11}, {7f12}, {7f13}. {7f05}
0x0264|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0265|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0266|Torneko: “This can be equipped with {7f05}
0x0267|Torneko: "Oh, this sword! Torneko: No, I personally have some feelings about this sword..." Torneko: "That's the kind of sword it is, so of course it's a pretty good one.
0x0268|Torneko picked up {7f17} and put it down.
0x0269|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x026A|{7f47} {7f05}
0x026B|.... {7f05}
0x026C|{7f11}. {7f05}
0x026D|{7f11}, {7f12}. {7f05}
0x026E|{7f11}, {7f12}, {7f13}. {7f05}
0x026F|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0270|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0271|Torneko: “This can be equipped with {7f05}
0x0272|Torneko: "Oh! Hayabusa's sword! This is a famous sword!" Torneko: "If a master swordsman uses this sword, he can deal damage twice with one attack.
0x0273|Torneko picked up {7f17} and put it down.
0x0274|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x0275|{7f47} {7f05}
0x0276|.... {7f05}
0x0277|{7f11}. {7f05}
0x0278|{7f11}, {7f12}. {7f05}
0x0279|{7f11}, {7f12}, {7f13}. {7f05}
0x027A|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x027B|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x027C|Torneko: “This can be equipped with {7f05}
0x027D|Torneko: "Hmm... What a beautiful weapon, so well crafted and so shiny..." Torneko: "Moreover, this weapon seems to be imbued with poison. Torneko: "If you use this poison to hit the enemy's vital points, most monsters will die.
0x027E|Torneko picked up {7f17} and put it down.
0x027F|Torneko: Looks like I can't equip it. Torneko: I'm sure they'll buy it at a high price at a store, but I don't think it's a good idea to sell it.
0x0280|{7f47} {7f05}
0x0281|.... {7f05}
0x0282|{7f11}. {7f05}
0x0283|{7f11}, {7f12}. {7f05}
0x0284|{7f11}, {7f12}, {7f13}. {7f05}
0x0285|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0286|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0287|Torneko: “This can be equipped with {7f05}
0x0288|Torneko: "Hey... this... this guy is an incredibly complete weapon! Torneko: Not only does it have strong attack power, but it seems like it can attack multiple monsters at once. Torneko: No, you've got a nice weapon. You should take good care of this one.
0x0289|Torneko picked up {7f17} and put it down.
0x028A|Torneko: Looks like I can equip it too. Torneko: I'm sure they'll buy it at a high price at a store, but it's a shame to sell it.
0x028B|{7f47} {7f05}
0x028C|.... {7f05}
0x028D|{7f11}. {7f05}
0x028E|{7f11}, {7f12}. {7f05}
0x028F|{7f11}, {7f12}, {7f13}. {7f05}
0x0290|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x0291|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x0292|Torneko: “This can be equipped with {7f05}
0x0293|Torneko: "Nuwaccho!! Hmm, this guy is an incredibly heavy weapon. Torneko: With this guy's destructive power, it seems like it can damage all the monsters that appear nearby. Torneko: But... it's still too heavy. There are only a few people who can use it.
0x0294|Torneko picked up {7f17} and put it down.
0x0295|Torneko: ``Looks like I can't equip it. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x0296|{7f47} {7f05}
0x0297|.... {7f05}
0x0298|{7f11}. {7f05}
0x0299|{7f11}, {7f12}. {7f05}
0x029A|{7f11}, {7f12}, {7f13}. {7f05}
0x029B|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x029C|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x029D|Torneko: “This can be equipped with {7f05}
0x029E|Torneko: "Hmm... The claws look suspicious. Torneko: "However, despite their suspicious appearance, this weapon seems to be quite useful.
0x029F|Torneko picked up {7f17} and put it down.
0x02A0|Torneko: "Nuu...nuooooo!! This...this guy is amazing!" Torneko: "It's so sharp and shiny that it almost looks like it's going to suck your soul into it! Torneko: "And this sword is so suspicious... No ordinary person would be able to maintain their sanity just by holding it. Torneko: "We humans wouldn't be able to equip this sword..." Torneko: "And this sword is probably... You'll probably never get it again. Torneko: "We should cherish it and not sell it.
0x02A1|Torneko picked up {7f17} and put it down.
0x02A2|Torneko: "Looks like I can equip it too. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x02A3|{7f47} {7f05}
0x02A4|.... {7f05}
0x02A5|{7f11}. {7f05}
0x02A6|{7f11}, {7f12}. {7f05}
0x02A7|{7f11}, {7f12}, {7f13}. {7f05}
0x02A8|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x02A9|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x02AA|Torneko: “This can be equipped with {7f05}
0x02AB|Torneko: "Hmm... It looks like it's just cloth clothing. Torneko: It's better than being naked, but I don't expect it to offer much protection.
0x02AC|Torneko picked up {7f17} and put it down.
0x02AD|Torneko: "Looks like I can equip it too. Torneko: If I sell it to a store, it will become <GOLD> Gold.
0x02AE|{7f47} {7f05}
0x02AF|.... {7f05}
0x02B0|{7f11}. {7f05}
0x02B1|{7f11}, {7f12}. {7f05}
0x02B2|{7f11}, {7f12}, {7f13}. {7f05}
0x02B3|{7f11}, {7f12}, {7f13}, {7f14}. {7f05}
0x02B4|{7f11}, {7f12}, {7f13}, {7f14}, {7f05}
0x02B5|Torneko: “This can be equipped with {7f05}
0x02B6|Torneko: "Hmm... It looks like these clothes are made of quite durable cloth. Torneko: It doesn't look like they'll fall apart with a little effort, but I wouldn't say they're suited for battle.
